Room Number,Appliance Type,Issue Reported,Last Maintenance Date,Usage Hours,Days Since Maintenance,Average_Daily_Usage,Device_Year,Warranty Year
2028,Mini Fridge,Unresponsive,3/19/2023,4059,820,4,2024,2027
2029,Mini Fridge,Unresponsive,9/18/2023,4893,637,8,2015,2019
2033,Mini Fridge,Low performance,7/19/2024,2442,333,7,2015,2018
2027,Mini Fridge,Unresponsive,1/14/2023,2989,885,3,2021,2023
2137,Television,Low performance,1/7/2024,4008,527,8,2019,2023
2036,Mini Fridge,Flickering,3/21/2024,2303,452,5,2018,2022
2139,Television,Flickering,2/26/2025,4950,111,24,2021,2025
2010,Mini Fridge,Overheating,4/19/2024,1879,423,4,2016,2020
2099,Mini Fridge,Low performance,2/2/2023,4829,866,6,2018,2021
2073,Coffee Maker,Noisy,12/12/2024,1254,187,6,2017,2020
2078,Lamp,Unresponsive,1/8/2024,3018,526,6,2016,2018
2128,Mini Fridge,Low performance,11/27/2023,667,567,1,2023,2026
2146,Lamp,Overheating,9/9/2024,3683,280,14,2017,2019
2116,Television,Overheating,3/2/2024,1043,471,2,2020,2024
2053,Heater,Flickering,9/25/2024,2451,265,10,2023,2026
2085,Lamp,Unresponsive,8/5/2024,3702,315,12,2023,2025
2007,Hair Dryer,Flickering,4/7/2024,958,435,3,2017,2019
2074,Air Conditioner,Not working,6/27/2024,1438,354,5,2021,2026
2003,Hair Dryer,Low performance,7/18/2024,3898,333,13,2016,2018
2010,Mini Fridge,Not working,5/8/2024,4444,405,11,2022,2024
2143,Coffee Maker,Leaking,4/4/2025,1235,74,20,2020,2023
2059,Lamp,Low performance,1/18/2024,4950,515,10,2014,2016
2125,Television,Unresponsive,8/3/2024,1666,317,5,2024,2028
2022,Mini Fridge,Unresponsive,1/30/2025,4674,138,24,2014,2016
2044,Coffee Maker,Noisy,5/2/2023,3831,777,5,2023,2026
2048,Air Conditioner,Unresponsive,3/11/2025,2026,98,19,2024,2029
2053,Hair Dryer,Leaking,10/27/2023,1278,599,1,2022,2024
2067,Mini Fridge,Unresponsive,1/25/2025,3479,142,23,2020,2024
2044,Air Conditioner,Flickering,10/8/2024,717,251,3,2021,2026
2000,Heater,Overheating,1/27/2024,2265,507,5,2023,2026
2074,Heater,Leaking,4/21/2023,1879,787,3,2019,2022
2094,Coffee Maker,Leaking,3/10/2023,1588,829,1,2015,2018
2091,Hair Dryer,Flickering,7/2/2023,2862,716,4,2020,2022
2067,Television,Leaking,4/20/2025,1242,58,20,2021,2025
2071,Coffee Maker,Not working,12/2/2024,3955,197,21,2018,2021
2100,Lamp,Noisy,12/22/2024,3426,176,19,2019,2021
2073,Lamp,Noisy,4/5/2025,3321,72,24,2020,2022
2150,Mini Fridge,Leaking,12/4/2023,4250,561,7,2014,2017
2086,Lamp,Flickering,4/13/2023,1622,796,2,2016,2018
2130,Mini Fridge,Low performance,9/27/2024,4072,263,17,2016,2019
2100,Television,Unresponsive,11/20/2023,1571,574,2,2018,2022
2135,Heater,Overheating,8/26/2023,4631,661,7,2023,2026
2127,Heater,Noisy,7/26/2023,1342,692,2,2022,2025
2142,Lamp,Noisy,5/9/2023,4196,769,6,2022,2024
2022,Hair Dryer,Low performance,10/11/2023,3055,615,5,2020,2022
2108,Heater,Noisy,5/29/2025,1196,19,24,2014,2017
2062,Heater,Overheating,5/30/2023,4039,748,5,2021,2024
2050,Television,Leaking,8/17/2024,2806,304,10,2016,2020
2066,Coffee Maker,Low performance,1/3/2025,1174,165,8,2022,2025
2076,Mini Fridge,Low performance,7/2/2024,2159,349,6,2021,2024
2059,Heater,Flickering,11/29/2024,4483,199,22,2019,2022
2065,Heater,Not working,3/17/2024,1137,457,2,2019,2022
2016,Coffee Maker,Flickering,3/20/2024,4763,454,10,2022,2025
2074,Coffee Maker,Unresponsive,12/10/2023,2442,555,4,2022,2025
2010,Hair Dryer,Unresponsive,3/9/2023,1206,831,1,2020,2022
2131,Hair Dryer,Flickering,9/8/2023,823,648,1,2022,2024
2040,Coffee Maker,Leaking,2/27/2023,2494,840,3,2023,2026
2139,Lamp,Overheating,9/9/2023,1950,647,3,2022,2024
2094,Coffee Maker,Not working,1/15/2025,4279,153,24,2016,2019
2129,Heater,Flickering,11/18/2023,2799,577,5,2024,2027
2118,Air Conditioner,Unresponsive,2/2/2023,3108,865,3,2018,2023
2133,Lamp,Overheating,1/29/2024,4017,504,8,2024,2026
2140,Hair Dryer,Noisy,4/17/2025,4037,61,24,2016,2018
2078,Heater,Low performance,5/20/2023,4833,759,7,2024,2027
2121,Coffee Maker,Not working,7/31/2024,5081,321,17,2016,2019
2082,Hair Dryer,Not working,3/24/2023,2146,816,3,2014,2016
2019,Hair Dryer,Low performance,5/17/2025,1448,31,24,2016,2018
2118,Mini Fridge,Flickering,11/24/2024,818,205,4,2021,2023
2071,Coffee Maker,Unresponsive,3/7/2023,3264,833,3,2024,2027
2069,Television,Noisy,3/12/2023,3315,827,4,2016,2020
2092,Television,Overheating,11/3/2023,2155,591,4,2022,2026
2030,Heater,Low performance,6/26/2023,2179,721,3,2023,2026
2077,Mini Fridge,Leaking,3/15/2024,2082,459,5,2020,2022
2075,Television,Not working,1/8/2024,3458,526,7,2016,2020
2140,Hair Dryer,Overheating,4/7/2024,2074,436,4,2022,2024
2101,Air Conditioner,Not working,5/1/2024,1642,412,4,2015,2020
2123,Heater,Noisy,6/4/2025,3967,12,24,2017,2020
2026,Mini Fridge,Low performance,4/23/2024,4171,419,9,2017,2021
2105,Mini Fridge,Low performance,2/12/2023,3500,855,5,2021,2026
2129,Heater,Not working,1/29/2024,2179,505,4,2018,2021
2092,Hair Dryer,Leaking,4/7/2025,2897,70,24,2023,2025
2015,Television,Flickering,5/16/2025,3967,32,23,2017,2021
2090,Mini Fridge,Flickering,1/16/2024,1083,517,3,2017,2021
2123,Coffee Maker,Overheating,6/13/2024,2349,368,7,2020,2023
2076,Hair Dryer,Flickering,10/14/2024,4096,245,17,2018,2020
2033,Hair Dryer,Overheating,5/11/2023,3631,768,5,2018,2020
2014,Lamp,Leaking,4/13/2025,2851,64,24,2016,2018
2101,Coffee Maker,Noisy,2/4/2024,2990,498,6,2021,2024
2050,Lamp,Not working,3/14/2023,1552,825,2,2021,2023
2010,Air Conditioner,Unresponsive,10/1/2024,4513,259,16,2015,2020
2044,Lamp,Not working,10/30/2023,812,595,2,2018,2020
2059,Television,Flickering,6/8/2024,4766,374,13,2018,2022
2042,Television,Noisy,3/30/2024,4571,444,10,2014,2018
2016,Coffee Maker,Not working,6/10/2023,513,737,1,2023,2026
2090,Mini Fridge,Not working,12/15/2023,2664,550,5,2014,2019
2093,Mini Fridge,Low performance,3/10/2023,3701,829,4,2023,2026
2057,Air Conditioner,Noisy,4/1/2024,1460,441,3,2019,2024
2011,Hair Dryer,Overheating,10/21/2024,1514,239,6,2014,2016
2038,Heater,Not working,7/27/2023,2327,691,3,2017,2020
2095,Hair Dryer,Low performance,1/26/2023,736,872,2,2020,2022
2002,Mini Fridge,Overheating,11/6/2023,4554,588,7,2017,2021
2003,Television,Overheating,12/13/2023,4904,552,9,2018,2022
2091,Mini Fridge,Leaking,11/3/2024,4062,226,19,2015,2020
2131,Air Conditioner,Leaking,5/17/2025,1972,31,24,2018,2023
2081,Television,Noisy,4/10/2024,3812,433,9,2015,2019
2009,Hair Dryer,Unresponsive,8/28/2023,2080,658,3,2016,2018
2148,Hair Dryer,Low performance,1/10/2025,1199,157,7,2017,2019
2134,Coffee Maker,Leaking,9/16/2023,1345,640,1,2024,2027
2113,Coffee Maker,Low performance,4/11/2023,4412,797,6,2023,2026
2060,Air Conditioner,Unresponsive,1/31/2023,4042,867,5,2024,2029
2117,Mini Fridge,Noisy,7/23/2024,13304,328,24,2016,2018
2119,Coffee Maker,Flickering,5/24/2024,4308,389,12,2018,2021
2123,Lamp,Overheating,1/21/2023,2164,878,2,2019,2021
2024,Mini Fridge,Low performance,3/5/2025,2630,104,24,2023,2027
2019,Heater,Flickering,9/11/2024,2790,278,10,2017,2020
2020,Coffee Maker,Noisy,12/24/2024,3736,175,22,2022,2025
2013,Mini Fridge,Overheating,1/19/2025,3773,149,24,2021,2023
2032,Heater,Low performance,10/7/2024,1339,252,5,2017,2020
2063,Coffee Maker,Unresponsive,12/13/2023,943,551,2,2018,2021
2024,Mini Fridge,Low performance,3/22/2024,4293,452,10,2024,2029
2124,Air Conditioner,Unresponsive,2/1/2025,955,135,8,2022,2027
2044,Coffee Maker,Leaking,8/29/2023,2505,657,5,2023,2026
2142,Television,Not working,8/31/2023,4133,655,6,2020,2024
2017,Coffee Maker,Low performance,5/21/2023,3239,758,4,2023,2026
2000,Hair Dryer,Flickering,4/14/2023,4890,794,6,2023,2025
2146,Television,Unresponsive,6/23/2023,3972,725,6,2018,2022
2094,Television,Leaking,8/20/2024,2409,301,8,2019,2023
2022,Mini Fridge,Low performance,4/18/2023,561,790,1,2014,2016
2032,Air Conditioner,Unresponsive,4/23/2024,2118,420,5,2021,2026
2045,Air Conditioner,Noisy,4/6/2024,4843,436,12,2024,2029
2017,Hair Dryer,Low performance,5/27/2025,1466,20,23,2022,2024
2150,Heater,Low performance,4/24/2023,2748,784,4,2016,2019
2106,Hair Dryer,Overheating,4/23/2024,4571,420,11,2015,2017
2064,Mini Fridge,Noisy,7/25/2023,2702,692,4,2018,2020
2121,Air Conditioner,Flickering,4/29/2023,1831,779,3,2018,2023
2123,Mini Fridge,Noisy,5/18/2023,2462,760,3,2015,2019
2031,Television,Flickering,2/2/2024,2099,501,4,2018,2022
2038,Television,Flickering,1/7/2023,661,892,1,2021,2025
2071,Heater,Flickering,1/2/2023,1723,897,2,2020,2023
2037,Lamp,Unresponsive,9/19/2023,3376,637,6,2022,2024
2092,Hair Dryer,Low performance,7/24/2023,745,693,1,2022,2024
2023,Lamp,Not working,2/20/2023,2971,847,4,2022,2024
2071,Heater,Overheating,3/31/2023,2720,808,3,2018,2021
2119,Coffee Maker,Unresponsive,5/24/2024,4205,388,12,2016,2019
2009,Hair Dryer,Leaking,4/15/2023,3551,793,5,2018,2020
2079,Air Conditioner,Flickering,4/7/2024,3961,436,9,2017,2022
2039,Hair Dryer,Leaking,7/16/2023,4427,701,6,2015,2017
2082,Lamp,Unresponsive,10/7/2023,1155,619,1,2019,2021
2118,Hair Dryer,Overheating,1/28/2025,601,140,5,2020,2022
2028,Air Conditioner,Flickering,3/27/2024,3609,447,8,2016,2021
2127,Heater,Flickering,5/8/2024,4183,405,10,2019,2022
2082,Lamp,Flickering,10/6/2023,1192,620,2,2021,2023
2150,Air Conditioner,Overheating,12/18/2023,832,546,2,2021,2026
2128,Coffee Maker,Overheating,6/13/2025,681,4,24,2016,2019
2033,Lamp,Flickering,12/10/2024,1375,188,7,2022,2024
2086,Lamp,Low performance,12/13/2023,3408,552,6,2022,2024
2127,Mini Fridge,Noisy,12/26/2023,844,539,2,2024,2029
2119,Heater,Noisy,5/6/2024,2332,407,7,2017,2020
2063,Coffee Maker,Low performance,3/8/2025,984,101,12,2022,2025
2078,Television,Overheating,2/4/2025,1780,133,12,2015,2019
2004,Lamp,Noisy,4/28/2023,1117,780,2,2023,2025
2070,Coffee Maker,Unresponsive,3/27/2024,2263,446,5,2022,2025
2055,Hair Dryer,Leaking,5/6/2025,583,41,9,2019,2021
2132,Mini Fridge,Unresponsive,1/20/2025,3414,147,24,2018,2022
2128,Hair Dryer,Leaking,8/11/2023,3592,675,5,2023,2025
2049,Mini Fridge,Low performance,5/18/2024,1667,394,4,2021,2024
2132,Mini Fridge,Noisy,5/31/2025,2999,16,24,2020,2022
2019,Hair Dryer,Leaking,9/21/2024,518,268,3,2014,2016
2085,Television,Low performance,2/6/2024,3726,497,7,2019,2023
2131,Television,Unresponsive,2/10/2023,4079,857,5,2024,2028
2090,Heater,Overheating,5/3/2024,2325,409,6,2015,2018
2089,Air Conditioner,Unresponsive,2/20/2025,3315,117,24,2018,2023
2026,Hair Dryer,Overheating,12/23/2024,5009,175,24,2023,2025
2117,Hair Dryer,Unresponsive,11/4/2024,1485,225,8,2018,2020
2059,Heater,Overheating,8/15/2024,1296,306,4,2022,2025
2119,Television,Overheating,2/26/2025,4441,111,24,2019,2023
2096,Air Conditioner,Noisy,3/16/2024,4076,458,9,2024,2029
2007,Coffee Maker,Not working,10/21/2024,1096,238,5,2023,2026
2022,Hair Dryer,Flickering,3/31/2025,3997,77,24,2022,2024
2076,Heater,Not working,10/11/2024,3118,248,13,2018,2021
2072,Air Conditioner,Flickering,3/20/2023,1057,820,2,2015,2020
2031,Hair Dryer,Not working,2/7/2024,610,495,1,2021,2023
2061,Hair Dryer,Flickering,6/7/2024,1088,374,3,2015,2017
2126,Television,Flickering,7/6/2024,2418,345,6,2017,2021
2096,Mini Fridge,Unresponsive,8/1/2024,2126,320,6,2018,2023
2025,Lamp,Flickering,4/17/2025,1591,60,24,2020,2022
2120,Coffee Maker,Unresponsive,6/10/2024,3239,372,9,2021,2024
2014,Air Conditioner,Leaking,4/3/2023,1749,806,2,2016,2021
2113,Television,Overheating,5/9/2024,4732,404,13,2018,2022
2138,Air Conditioner,Leaking,2/6/2023,3155,862,4,2020,2025
2057,Lamp,Flickering,5/4/2024,2620,408,7,2023,2025
2043,Heater,Noisy,1/8/2023,4306,890,5,2017,2020
2086,Hair Dryer,Not working,7/3/2024,786,348,2,2014,2016
2028,Hair Dryer,Unresponsive,11/28/2023,3192,566,5,2023,2025
2085,Heater,Low performance,1/20/2023,4611,879,5,2021,2024
2020,Television,Low performance,12/20/2024,2802,178,16,2023,2027
2130,Lamp,Flickering,3/25/2024,4475,448,10,2016,2018
2061,Coffee Maker,Not working,10/15/2024,4452,244,18,2020,2023
2003,Air Conditioner,Overheating,5/2/2025,721,46,19,2023,2028
2062,Coffee Maker,Unresponsive,10/14/2024,2646,245,11,2016,2019
2122,Air Conditioner,Low performance,1/14/2025,4133,153,24,2016,2021
2060,Coffee Maker,Noisy,10/5/2023,3026,621,5,2023,2026
2075,Heater,Noisy,4/10/2025,379,68,4,2021,2024
2100,Heater,Noisy,3/8/2023,2681,832,3,2014,2017
2109,Television,Low performance,12/2/2023,2959,563,5,2022,2026
2130,Coffee Maker,Unresponsive,1/15/2025,4559,152,24,2016,2019
2150,Heater,Unresponsive,8/9/2023,547,677,1,2023,2026
2022,Air Conditioner,Flickering,2/14/2024,2745,489,5,2021,2026
2138,Mini Fridge,Unresponsive,6/13/2024,1769,369,5,2022,2025
2098,Air Conditioner,Low performance,3/22/2023,5047,817,7,2016,2021
2050,Air Conditioner,Overheating,3/20/2023,3736,819,5,2020,2025
2083,Heater,Overheating,1/30/2025,2983,137,24,2024,2027
2024,Lamp,Unresponsive,4/19/2025,568,58,10,2014,2016
2043,Television,Noisy,2/16/2025,2558,120,24,2020,2024
2081,Coffee Maker,Low performance,9/3/2024,4849,286,18,2020,2023
2135,Coffee Maker,Overheating,11/12/2024,3002,216,15,2017,2020
2083,Lamp,Low performance,3/27/2023,1442,812,2,2022,2024
2125,Hair Dryer,Not working,10/15/2024,3157,245,12,2017,2019
2031,Air Conditioner,Not working,5/27/2025,911,20,24,2019,2024
2120,Coffee Maker,Flickering,8/20/2023,913,667,1,2023,2026
2040,Heater,Overheating,11/23/2023,735,571,1,2024,2027
2138,Air Conditioner,Flickering,6/21/2024,3970,360,11,2015,2020
2127,Mini Fridge,Overheating,4/15/2025,4915,63,24,2023,2027
2037,Hair Dryer,Unresponsive,4/23/2023,4715,786,6,2022,2024
2013,Lamp,Low performance,10/23/2023,4549,602,8,2014,2016
2043,Heater,Overheating,1/27/2023,1527,871,2,2014,2017
2150,Air Conditioner,Low performance,9/10/2023,3856,645,6,2015,2020
2148,Television,Low performance,9/13/2023,2703,643,4,2017,2021
2014,Air Conditioner,Low performance,10/2/2024,2904,258,10,2016,2021
2143,Mini Fridge,Noisy,2/25/2023,4983,843,6,2023,2026
2009,Television,Leaking,7/20/2023,1256,697,2,2019,2023
2088,Hair Dryer,Leaking,4/29/2023,3622,780,5,2017,2019
2003,Television,Flickering,12/23/2023,4012,541,7,2024,2028
2009,Television,Flickering,11/27/2023,2009,567,3,2020,2024
2049,Hair Dryer,Not working,4/12/2023,1098,796,2,2014,2016
2118,Heater,Flickering,2/9/2025,1465,128,13,2020,2023
2140,Hair Dryer,Flickering,10/29/2024,1386,231,7,2020,2022
2127,Television,Not working,4/11/2023,2346,798,3,2017,2021
2115,Mini Fridge,Overheating,1/30/2025,1347,137,9,2014,2017
2001,Hair Dryer,Leaking,9/8/2024,1971,281,7,2018,2020
2042,Heater,Flickering,3/28/2023,3937,811,6,2015,2018
2140,Hair Dryer,Flickering,2/23/2024,4436,479,9,2020,2022
2009,Coffee Maker,Not working,2/15/2024,1465,488,3,2014,2017
2034,Heater,Not working,5/1/2023,1946,777,2,2024,2027
2126,Mini Fridge,Low performance,9/29/2024,1878,261,9,2023,2027
2008,Television,Leaking,5/23/2023,699,755,1,2017,2021
2102,Air Conditioner,Low performance,9/7/2024,3659,283,15,2021,2026
2130,Hair Dryer,Not working,11/7/2023,3613,587,7,2020,2022
2021,Heater,Low performance,10/13/2024,3794,247,17,2019,2022
2038,Hair Dryer,Not working,1/29/2024,2559,504,5,2018,2020
2145,Hair Dryer,Unresponsive,7/11/2023,2758,706,4,2016,2018
2124,Heater,Not working,6/10/2025,2420,7,24,2018,2021
2059,Mini Fridge,Unresponsive,6/23/2023,734,724,1,2016,2019
2007,Hair Dryer,Not working,1/15/2025,1110,152,8,2023,2025
2019,Hair Dryer,Unresponsive,4/10/2023,4615,799,6,2017,2019
2093,Lamp,Flickering,3/11/2023,1179,829,1,2017,2019
2020,Hair Dryer,Flickering,6/21/2023,3830,727,5,2020,2022
2000,Lamp,Overheating,6/1/2024,861,381,2,2022,2024
2137,Air Conditioner,Noisy,3/11/2025,2400,97,24,2016,2021
2092,Mini Fridge,Flickering,1/4/2024,2214,529,4,2024,2027
2015,Heater,Low performance,3/19/2023,4834,820,6,2023,2026
2128,Air Conditioner,Overheating,2/25/2025,3889,112,24,2016,2021
2032,Coffee Maker,Noisy,10/29/2024,4520,230,20,2022,2025
2102,Hair Dryer,Noisy,4/20/2025,2639,58,24,2019,2021
2049,Mini Fridge,Overheating,1/13/2024,4168,521,8,2024,2026
2111,Mini Fridge,Unresponsive,6/5/2023,4852,742,7,2023,2026
2125,Heater,Low performance,6/19/2024,4865,362,14,2023,2026
2044,Television,Overheating,3/1/2025,1569,108,15,2021,2025
2102,Mini Fridge,Flickering,3/31/2025,454,78,6,2014,2018
2068,Television,Overheating,11/30/2023,1314,565,3,2024,2028
2016,Hair Dryer,Not working,10/6/2024,3478,253,14,2014,2016
2023,Mini Fridge,Unresponsive,5/17/2024,3749,396,10,2015,2019
2003,Coffee Maker,Leaking,11/30/2023,3300,564,6,2023,2026
2150,Heater,Unresponsive,11/14/2024,4467,215,19,2017,2020
2037,Lamp,Not working,12/19/2023,3001,545,6,2015,2017
2030,Heater,Unresponsive,10/4/2023,1752,622,3,2023,2026
2051,Lamp,Not working,3/17/2023,2125,822,3,2014,2016
2116,Heater,Flickering,2/21/2024,3346,481,8,2022,2025
2100,Heater,Low performance,3/25/2025,4640,83,24,2022,2025
2054,Hair Dryer,Leaking,3/21/2024,784,453,1,2022,2024
2110,Coffee Maker,Noisy,3/8/2023,1042,832,1,2015,2018
2149,Air Conditioner,Overheating,5/20/2024,3043,392,8,2016,2021
2078,Coffee Maker,Not working,11/28/2024,832,201,3,2021,2024
2031,Heater,Unresponsive,1/8/2024,2978,525,6,2022,2025
2009,Coffee Maker,Noisy,4/11/2023,2290,798,4,2024,2027
2080,Hair Dryer,Not working,10/10/2023,1591,616,2,2021,2023
2019,Lamp,Overheating,3/11/2024,4033,463,9,2015,2017
2100,Air Conditioner,Leaking,6/9/2023,2911,739,4,2018,2023
2056,Air Conditioner,Unresponsive,2/26/2024,2756,476,6,2018,2023
2014,Air Conditioner,Not working,5/16/2025,2315,32,24,2021,2026
2075,Coffee Maker,Unresponsive,3/12/2023,4354,828,5,2015,2018
2082,Lamp,Unresponsive,2/10/2025,4977,126,24,2020,2022
2144,Coffee Maker,Overheating,3/9/2025,2634,100,24,2021,2024
2016,Mini Fridge,Noisy,8/2/2024,4086,318,13,2024,2029
2013,Heater,Not working,6/16/2025,4014,1,24,2014,2017
2047,Television,Not working,6/18/2024,4397,364,13,2021,2025
2063,Heater,Low performance,6/3/2024,4393,378,11,2015,2018
2127,Mini Fridge,Low performance,10/11/2024,4870,248,19,2019,2023
2072,Mini Fridge,Low performance,5/31/2025,1046,17,22,2014,2018
2037,Hair Dryer,Low performance,3/11/2023,4894,828,6,2024,2026
2041,Air Conditioner,Flickering,1/24/2023,2673,874,4,2017,2022
2035,Television,Noisy,1/7/2023,4868,891,6,2015,2019
2074,Hair Dryer,Noisy,5/25/2025,3342,22,24,2022,2024
2034,Television,Noisy,9/14/2024,2741,276,11,2018,2022
2021,Television,Low performance,3/17/2025,3655,91,24,2015,2019
2147,Mini Fridge,Not working,12/12/2024,2789,186,14,2015,2019
2108,Heater,Not working,4/8/2023,4884,801,6,2014,2017
2031,Mini Fridge,Overheating,3/18/2025,3608,90,24,2019,2024
2133,Hair Dryer,Noisy,12/2/2023,3341,562,6,2020,2022
2064,Coffee Maker,Leaking,4/18/2025,1886,59,21,2014,2017
2092,Mini Fridge,Low performance,6/8/2025,1328,9,24,2023,2028
2010,Lamp,Unresponsive,2/26/2023,663,842,1,2018,2020
2090,Air Conditioner,Flickering,3/24/2025,2759,85,24,2016,2021
2056,Heater,Flickering,2/9/2024,2166,493,5,2021,2024
2028,Mini Fridge,Not working,10/27/2023,4914,598,8,2020,2023
2107,Television,Low performance,6/5/2024,1087,376,3,2019,2023
2097,Lamp,Not working,4/15/2025,3245,62,24,2018,2020
2022,Air Conditioner,Low performance,9/17/2024,2069,273,7,2017,2022
2119,Lamp,Not working,7/25/2024,4520,327,13,2018,2020
2021,Coffee Maker,Not working,2/7/2024,1798,496,3,2023,2026
2052,Lamp,Flickering,4/22/2025,1721,56,24,2020,2022
2042,Heater,Flickering,8/7/2023,1550,680,2,2016,2019
2076,Mini Fridge,Noisy,7/23/2023,1904,694,3,2024,2028
2042,Coffee Maker,Low performance,10/25/2023,2773,601,5,2015,2018
2012,Hair Dryer,Unresponsive,4/8/2023,2259,801,3,2016,2018
2093,Air Conditioner,Unresponsive,5/4/2023,2670,774,4,2014,2019
2122,Hair Dryer,Unresponsive,12/8/2024,3800,191,20,2024,2026
2147,Heater,Leaking,6/1/2024,2799,381,8,2015,2018
2055,Mini Fridge,Overheating,3/28/2023,4625,811,6,2015,2017
2080,Heater,Low performance,7/13/2023,1648,705,3,2014,2017
2149,Hair Dryer,Noisy,12/15/2023,3951,549,7,2016,2018
2012,Air Conditioner,Overheating,6/14/2023,1920,734,3,2016,2021
2046,Lamp,Overheating,7/19/2023,4785,699,7,2022,2024
2045,Mini Fridge,Overheating,9/4/2024,4159,286,15,2020,2024
2044,Hair Dryer,Flickering,6/4/2023,2207,743,3,2015,2017
2021,Hair Dryer,Leaking,5/24/2024,1594,389,4,2022,2024
2060,Hair Dryer,Noisy,2/23/2025,2529,113,24,2019,2021
2033,Coffee Maker,Unresponsive,2/18/2025,1248,119,9,2017,2020
2150,Air Conditioner,Noisy,1/13/2023,4831,886,6,2015,2020
2049,Coffee Maker,Flickering,11/10/2024,3052,218,14,2018,2021
2111,Lamp,Not working,4/14/2023,2826,795,4,2024,2026
2067,Hair Dryer,Noisy,6/22/2024,2313,360,6,2022,2024
2103,Lamp,Not working,1/19/2023,822,880,1,2017,2019
2138,Hair Dryer,Not working,6/27/2024,1904,354,6,2015,2017
2072,Mini Fridge,Leaking,5/12/2024,1614,400,4,2023,2028
2110,Lamp,Flickering,5/3/2024,4024,409,10,2017,2019
2008,Air Conditioner,Overheating,9/17/2023,1395,639,3,2017,2022
2032,Mini Fridge,Noisy,9/19/2024,4648,270,18,2019,2022
2129,Hair Dryer,Leaking,3/28/2025,1589,80,14,2015,2017
2126,Air Conditioner,Low performance,1/23/2023,4421,875,4,2014,2019
2121,Lamp,Noisy,10/4/2024,3023,255,11,2021,2023
2052,Heater,Low performance,9/8/2024,4284,281,14,2021,2024
2005,Air Conditioner,Leaking,3/9/2023,1369,831,1,2015,2020
2114,Coffee Maker,Leaking,8/11/2023,3476,675,5,2022,2025
